key|artist|title|labelinfo|img|audio|audio-title|body
w8review10|"WAX POETICS"|"Issue #34"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpo34mag.jpg|noaudio|"No Audio"|"No review."
w8review11|"WAX POETICS"|"Issue #35"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpo35mag.jpg|noaudio|"No Audio"|"Yet another amazing power-packed issue featuring extensive articles on electro-funk pioneer Roger ""Zapp"" Troutman (especially notable is the difficulty and dangers of using a Talk Box) and Memphis Soul organ legend, Booker T. Jones. Dust Brother, E.Z. Mike Simpson, talks old skool funk. El Michels Affair enter the Wu-Tang Clan's 37th Chamber, while The Mahavishnu Orchestra meditate on beginnings and endings. Plus Ralph McDonald, Byron Lee, Def Jef, Broken Keys, Lord Finesse, STS9, and Glass Candy!
		
"
w8review12|"WAX POETICS"|"Issue #36"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpo36mag.jpg|noaudio|"No Audio"|"It's the Brazil Issue! With Gilberto Gil on the cover. Also Joyce, Ceu, Tim Maia, Jards Macale, Arthur Verocai, Airto Moreira and tons more. All the deep interviews and awesome vintage color photography you expect from this fine magazine of funk, soul, hiphop, etc.
		
"
w8review13|"WAX POETICS"|"Issue #37"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpo37mag.jpg|noaudio|"No Audio"|"Michael Jackson on the covers, front and back, but as a child in the '70s, Jackson Five era of course. Inside, there's plenty of MJ and Jacksons content, including a piece about director John Landis and the Thriller video.Also in this issue of our favorite funk/soul/jazz/hiphop magazine, there's stuff on Mayer Hawthorne, The Emperor Machine, Lee Fields, Shawn Lee, Illa J, Phenomenal Handclap Band, Nicky Siano, Wah Wah Watson and others... And as usual, there's tons of glorious full color photography, and record reviews, and record reviews with glorious full color sleeve photos... drool.
		
"
w8review14|"WAX POETICS"|"Issue #38"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpo38mag.jpg|noaudio|"No Audio"|"Curtis Mayfield lookin' superfly on the cover. Inside, a bunch of stuff on blaxploitation films. Also, David Holmes, Iceberg Slim, animator Ralph Bakshi, Library Music, and tons more interesting funky stuff. It would seem this is Wax Poetics' special cinema issue or somethin'. As always, great to read and just to look at, lots of vintage album cover art in full color in here to drool over. Right on.
		
"
w8review15|"WAX POETICS"|"Issue #39"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpoe39mag.jpg|noaudio|"No Audio"|"It's the special ""Africa"" issue of this rad journal devoted to jazz, funk, soul, and hiphop grooves past and present. Hence, Fela Kuti on the cover. Inside, you'll also find pieces on Orchestre Poly-Rythmo, Pax Nicholas, Rail Band, Orchestra Baobab, Tony Allen, and plenty more. As always, the magazine is packed with colorful photos of vintage record sleeves, and plenty of enthused writing about the music from other knowledgeable musicians/DJs/collectors...
		
"
w8review16|"WAX POETICS"|"Issue #41"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax41mag.jpg|noaudio|"No Audio"|"Issue after issue, Wax Poetics continues to be the place to go for the most informed and passionate writing and features on soul, funk, jazz, hip-hop and beyond. This time out, it's all about the hip-hop, with KRS-One and EPMD on the dual covers and inside great features on both, as well as Ice-T, Ice-Cube, DXT, as well as some nice in memoriam pieces on Guru, Chilly B and Malcolm McLaren. Cool features on the roots of freestyle, the impact of Latinos in hip-hop culture and as always great crate digger tips highlighting some obscure rare groove records that we all will have our eyes out for. Cover to cover, always a satisfying read!
		
"
w8review17|"WAX POETICS"|"Issue #42"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax42mag.jpg|noaudio|"No Audio"|"Special RnB issue. 2 different covers, Barry White or Gil Scott-Heron. Back covers too, D'Angelo or Erykah Badu. Inside, all those folks, plus plenty more, including ""An Oral History Of The Wah-Wah Pedal"".
		
"
w8review18|"WAX POETICS"|"Issue #43"|" magazine 9.98"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax43mag.jpg|noaudio|"No Audio"|"The Reggae Issue! It may seem like Wax Poetics has done this before, but besides having Lee ""Scratch"" Perry once on the cover, no issue has ever been fully devoted to reggae. Augustus Pablo and Gregory Issacs grace the cover. Features articles and interviews with Island Records label head, Chris Blackwell. Dancehall label Greensleeves, Dub Sound systems in the UK, Essential playlist by British Roots DJ David ""Ramjam"" Rodigan, Sugar Minott , Beres Hammond, Bob Andy of The Paragons, and of course the Roland Space Echo!
		
"
w8review19|"WAX POETICS"|"Issue #44"|" magazine 9.98"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax44mag.jpg|noaudio|"No Audio"|"The colorful magazine covering all the rad sides of soul, funk, jazz, hip-hop and beyond is back with another classy issue. This time out War and Syl Johnson each get one of the covers. Inside tons of awesome stuff including features on The Budos Band, DJ Muggs, Melvin Davis, Claus Ogerman, Johnny Colon, and Al Kooper. As well as awesome articles on the minimoog, photographer Lyle Owerko's obsession with boomboxes, and our always favorite ""re: discovery"" section where the best rare groove albums get the page & attention they so totally deserve. As always another smoking issue of Wax Poetics!
		
"
w8review20|"WAX POETICS"|"Issue #45"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax45mag.jpg|noaudio|"No Audio"|"Whoops, almost skipped an issue... on the cover of this special ""dance issue"" Juan Atkins, on account of The History Of  Detroit Techno found on page 74. Other articles: Bohannon, Ron Hardy and Chicago House, Konk, Tom Moulton and the Disco Edit, disco diva Jocelyn Brown, an obit for Teena Marie, and a ton more, all profusely illustrated with color photos and vintage record graphics. Get schooled on dance music history, here!
		
"
w8review21|"WAX POETICS"|"Issue #46"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax46mag.jpg|noaudio|"No Audio"|"More of a jazz-oriented issue here, the theme is in fact ""Jazz's Mad Men"". George Benson (on the cover), Billy Cobham, Phil Cohran, George Duke, and many more... also a piece on John Coltrane's lost recordings (or some being reissued), and Nostalgia 77.
		
"
w8review22|"WAX POETICS"|"Issue #47"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax47mag.jpg|noaudio|"No Audio"|"More good readin'. And lookin'. At pictures. It's another thick (112 page) issue of this soul, funk, jazz, hiphop, anything groovy goes magazine, packed with vintage color and b&w photos and album art to make collectors drool. This issue: pieces on Earth Wind & Fire, Ramsey Lewis, Bobby Womack, Lamont Dozier, Solomon Burke, Billy Ocean, Dennis Coffey, and more.
		
"
w8review23|"WAX POETICS"|"Issue #48"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax48mag.jpg|noaudio|"No Audio"|"All right! Another colorful issue of this great magazine devoted to pretty much anything groovy and generally of a certain vintage. On the cover, the late great Nina Simone, whose significant socio-political-cultural impact is assessed. Also this issue, rapper Shock G of Digital Underground, Brazilian bossa jazz cat Dom Salvador, synth popster Hudson Mohawke, Band of Gypsies bassist Billy Cox, roots reggae's Yabby You, and plenty more. Including, perhaps for the first time in Wax Poetics, some krautrock, with a feature on Neu! Though, they probably have at least written about Kraftwerk or Can before, we'd imagine.
		
"
w8review24|"WAX POETICS"|"Issue #49"|" magazine 9.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax49mag.jpg|noaudio|"No Audio"|"The Latin Issue! Do you dig, do you spin, do you dig spinning and digging?? Vinyl collectors and music lovers, if you've got groove, this magazine is for you. As always, colorfully illustrated, deeply informed/informative. Lowrider oldies, Fania & Alegre All Stars, Cal Tjader, Speed Records, and on the cover, Eddie Palmieri, among the many treats this time 'round.
		
"
w8review25|"WAX POETICS"|"Issue #50"|" magazine 11.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax50mag.jpg|noaudio|"No Audio"|"This now-quarterly mag of funk, soul, hiphop, jazz, and anything else groovy presents their 10th Anniversary issue, with his Purple Highness, Prince on the cover. Inside, a lot of Prince-related content, including ""33 Reasons Why Prince Is Hiphop"" by ?uestlove of The Roots. There's features on Morris Day, Jesse Johnson, Madhouse, The Family, 94 East... Also: Blood Orange, DJ Quik (talking about some of his favorite records), Larry Graham, Toro y Moi, Frank Ocean, and more. All, as always, copiously illustrated with full color photography. 104 pages.
		
"
w8review26|"WAX POETICS"|"Issue #51"|" magazine 11.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpo51mag.jpg|noaudio|"No Audio"|"Looks good, smells good, it's the new issue of Wax Poetics, all about the groovy shit new & old: El-P, Kurtis Blow, Nas, The Roots, Killer Mike, Shabazz Palaces, Oddisee, Robert Glasper, Coke La Rock, and more. Get schooled!
		
"
w8review27|"WAX POETICS"|"Issue #52"|" magazine 11.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax52mag.jpg|noaudio|"No Audio"|"On the cover(s): Sade and Flying Lotus. Inside, also: Dam-Funk, Betty Wright, Cody Chesnutt, Georgia Anne Muldrow, Gary Bartz, and, uh, Lenny Kravitz. Among other peeps. All colorfully illustrated in the usual Wax Poetics fashion, with vintage photos and album covers and all that.Oh, and there's a cool piece about the NYC roller disco boogie scene in the '70s!
		
"
w8review28|"WAX POETICS"|"Issue #53"|" magazine 11.99"|"No Image"|noaudio|"No Audio"|"No review."
w8review29|"WAX POETICS"|"Issue #55"|" magazine 11.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax55mag.jpg|noaudio|"No Audio"|"Another groovy, colorful issue of this funk, soul, hiphop, etc. obsessed magazine! On the cover: Daft Punk. Inside, De La Soul, Nile Rodgers, Teddy Riley, Jack Bruce, and Nina Simone via Me'Shel Ndegeocello, among others.
		
"
w8review30|"WAX POETICS"|"Issue #56"|" magazine 11.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wax56mag.jpg|noaudio|"No Audio"|"This issue of Wax Poetics celebrates the 40th anniversary of the birth of Hip Hop! On the cover(s) (yes there's several, front and back in two versions) are Madlib, Kool Herc, Little Dragon, and Hiatus Kaiyote. Also in this 96 page, vibrantly colorful issue: Tackhead, Mac Miller, Average White Band, Shinaro Sakamoto, John Morales, Bruce Lee (yep), and recent AQ fave Rodion G.A.!
		
"
w8review31|"WAX POETICS"|"Issue #57"|" magazine 11.99"|"No Image"|noaudio|"No Audio"|"No review."
w8review32|"WAX POETICS"|"Issue 11 - Winter 2005"|" magazine 7.99"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpo11mag.jpg|noaudio|"No Audio"|"I love looking at color pictures of old LP covers. Doesn't even really matter if they're rad rare soul/funk/jazz gems. But if they are, so much the better. Wax Poetics magazine is definitely a good place to find articles illustrated with such cover pics. And lots of other cool photos too. And the reading is fine as well, if you're into old-school hip hop, '60s and '70s jazz-funk, today's hip underground producers, that sort of thing. This ish: Charles Wright, Afrika Bambaataa, ""unknown funk hero"" Rickey Calloway, Jimmy McGriff, DJ Nu-Mark, the art director from CTI Records, some folks involved in the making of the Wattstax movie, free jazz saxophonist John Klemmer...some we've heard of before, others we're glad to meet.
		
"
w8review33|"No Artist"|"WAX POETICS ANTHOLOGY VOLUME 1"|"No Label Info"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxpoetibk.jpg|noaudio|"No Audio"|"Wax Poetics is such a cool magazine, with such amazing graphics (full-color reproductions of rare vinyl artwork, vintage photos of hiphoppers, jazz cats, and funkateers...) that it totally deserves this deluxe anthology treatment!! Hardcover, 8 1/2"" by 11"", 240 pages that bring together the best of issues 1 through 5, going back to 2001 up to 2003. Got 'em? No? Well get this! Also makes a great gift. There's stuff in here about everybody cool (and sometimes obscure) in funk, soul, jazz and hiphop from Charles Mingus to Marva Whitney, Prince Paul to the RZA, King Tubby to Clyde Stubblefield (THE Funky Drummer)... Interviews and articles and of course TONS of full-color images that take advantage of this volume's larger format (the original magazines were more like digest-sized). So many drool-worthy album covers, a bunch of rad old school grafitti art, lots of look at!!One question though: why is there a Puma logo and URL on the front cover??
		
"
w8review34|||"No Label Info"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wxpoeant2bk.jpg|noaudio|"No Audio"|"No review."
w8review35|"WAXFIRE, THE"|Blueprints|"(self-released) cd 14.98"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waxfbluecd.jpg|https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/waxfirenever.m3u;;https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/waxfireannabelleigh.m3u|"""Never"";;""Annabelleigh"""|"This young band from Olympia craft some fine chamber pop and they suit it up in suitably lovely'n'artful homespun packaging. The disc comes enclosed in a fabric bound fold-out case encased in a fabric pouch. Their music is very floral with the arrangements driven by piano leads and ultra pretty female vocals. Imagine the doe-eyed sweetness of The Sundays and Madder Rose crossed with the more womanly worldliness of Tori Amos. Emotions and drama build gradually over the course of the album's ten songs from the near-lullaby nature of ""Never"" to the climactic ""Annabelleigh"". Quite gorgeous.
		



		



		
"
w8review36|"WAY OF THE CROSS"|"Mind Of The Dolphin"|"(Phoenix) lp 16.98"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/wayomindlp.jpg|noaudio|"No Audio"|"No review."
w8review37|"WAY OF THE DRAGON"|(OST)|"(Tam) lp 12.98"|"No Image"|noaudio|"No Audio"|"Another vinyl reissue of a fantastic Bruce Lee movie, quite similar to the soundtrack for 'Fist of Fury'. Starts off with a moody epic, all swelling strings ala Morricone, but this time, the song is peppered with Bruce Lee's grunts and squeaks and howls. Pretty weird. And then the rest of the soundtrack is just entire scenes from the movie, dialogue, fights and everything. Totally great, and another must have for DJs.
		
"
w8review38|"WAY, A.C."|Odo|"(Breaking Wheel) cd-r 4.50"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/acwayodocd.jpg|https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/acwayodo1.m3u;;https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/acwayodo2.m3u;;https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/acwayodo3.m3u|"""Odo 1"";;""Odo 2"";;""Odo 3"""|"swarming er of ensembles (Maleficia, French Radio, Riqis, Carrion, NF Orchest, etc.), but his recorded solo output has been woefully under-represented. He's one to start furiously on projects only to shelve them either out of frustration with the process or if another opportunity might come along. However, the strength of Odo is such that Way should delve back into that repository of mangled tapes and extract more material like this. His means of production often involves a beat-to-shit turntable, a similarly beat-to-shit sampler, vocal growlings, and a noise-freak collection of pedals, resulting in a black noise miasma orbiting around MB, Lasse Marhaug, and Locrian. Odo is a comparatively brighter affair of harmonically interwoven tones and field recordings, but Way's menacing noise lurks throughout. The first of three pieces layers a set of harmonium-sounding drones whose linear stasis is upended by an arching churn of growling, low-end feedback, snapping into the second track of watery field recordings and subterranean drippings sutured to a chorus of mid-range sinetones. The final track engages an uneasy set of feedback tones made even more unsettled by a distant blackened cloud of rumbling distortion slowly joined by a metallic clamor and spectral blasts of wintery black noise. Think the more psychedelic noise of Ramleh, the transitional recordings by Emaciator from noise-to-drone, and most everything that comes out on Utech. Just 20 minutes long, but the price is certainly right! 
		



		



		



		
"
w8review39|"WAY, A.C."|"Vorsg Gah"|"(Petit Mal Music) 3""cd 5.98"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/acwavorscd.jpg|https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/acwayvorsggah1.m3u;;https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/acwayvorsggah2.m3u|"""Vorsg Gah (excerpt 1)"";;""Vorsg Gah (excerpt 2)"""|"A disembodied scream becomes noise becomes drone becomes the sound of swarming bees. Such is the course laid out by the oft-performing / occasionally-recording East Bay noise technician A.C. Way on this mighty fine 3"" cd-r. This man has performed in numerous projects over the years, bringing his battered turntable, abused sampler, and array of distortion pedals to such projects as Maleficia, French Radio (with MX-80's Bruce Anderson, no less), Carrion, Riqis, and probably a few others that have slipped our mind. All of those aforementioned elements work their way into the crosshatched structure of this 20 minute composition. Whatever Way is sourcing for the initial blast of noise is downright terrifying. As much as we'd like to give credence to the thought it's a reverberant scream captured inside the half-mile Baker-Barry Tunnel found in the Marin Headlands, it's probably a fortuitous abrasion manipulated from Way's turntable. As encrusted distortion and corroded noises begin to dismantle these unsettling sounds, a glowing tone also emerges as something of a shimmering, gilded beacon, that's as beautiful as the noises that preceded it are not. When the sound of the bees flutters through that ephemeral drone, Way hints at another wash of sonic horror but resolves those sounds as a vibrating massage of ecological white noise. Really nice work, and limited to 50 copies.
		



		



		
"
w8review40|WAYCROSS|"Aren't We The Lucky Ones"|"(Waycross) cd 10.98"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waycarencd.jpg|https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/waycrossbsides.rm;;https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/waycrosswicked.rm;;https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/waycrossheartof.rm|"""B-Sides"";;""Wicked"";;""Heart Of Glass"""|"A new album from this popular local combo who play a full, polished brand of shadowy twang. Delving into the darker side of country music a la Cowboy Junkies and Trailer Bride with layers of sliding, spidery reverbed guitar and gritty organs. The melancholic female lead vocals bring to mind the subdued yet powerful delivery of Hope Sandoval or Carly Simon. They're backed by higher, more angelic vocals. Their decision to include a tripped out cover of Blondie's ""Heart Of Glass"" seems very strange and out of place. The over the top warbly wah-wah guitars and plodding rhythms totally distracts from the brooding, languid Waycross atmosphere they've so carefully crafted. Instead, it comes across as an alienating, druggy blues rock rendition. Seems like they should've made it either a hidden final track or preferably just reserved it for the live setting in which it's surely a crowd pleaser. That said, if you can program your cd player to skip track 9, you'll have a cohesive, pleasing listen.

		


		


		
"
w8review41|WAYLANDER|"Honour Among Chaos"|"(Listenable Records) cd 13.98"|https://web.archive.org/web/20160303231438im_/http://www.aquariusrecords.org/images/waylhonocd.jpg|https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/wayltodi.m3u;;https://web.archive.org/web/20160303231438/http://www.aquariusrecords.org/audio/waylwalk.m3u|"""To Dine in the Otherworld"";;""Walk with Honour"""|"Those unintimidated by metal of the power, folk, or medieval variety, hail! Waylander are back yet again with another album of Irish folk metal, set to sharpen the listeners mental and metaphorical swords. Sometimes when we write these reviews it's hard to know what to say. It seems that there are metalheads who can vibe on flute and other folk instruments, and there are those that don't. Well, we believe that this record is one of those rare times a band can bridge the gap. While the harps and such blaze on, crunchy guitars and howling vocals keep things from ever getting too gimmicky. Basically, it stays heavy even with some unusual instrumentation, which can sometimes feel like it's softening the song. And with song titles like ""Taker of Heads,"" or ""To Dine In The Otherworld,"" these guys are on the path to pure metallic nirvana. Any true metalhead will easily find something to love about this record. Give it a listen, and we think you'll agree. Recommended!
		



		



		
"
w8review42|WAZOO|s/t|"(World In Sound) cd 21.00"|"No Image"|noaudio|"No Audio"|"Zappa-y hippie pop psych from Detroit, circa 1970.
		
"
w8review43|WC|"West Side Heavy Hitter"|" cd 22.00"|"No Image"|noaudio|"No Audio"|"No review."
w8review44|WE|"Antenna Tool and Die"|"(Asphodel) 12"" 9.99"|"No Image"|noaudio|"No Audio"|"Unlike We's full length, this 12"" features far fewer jungle beats and much more layered, scratchy texturing. If someone told you it was Stockhausen, you'd be really impressed. The vinyl is probably the MOST BEAUTIFUL we have ever seen, even nicer than Stereolab's ""Emperor..."" import, which, you may recall, was gold glitter encased in clear vinyl. This 12"" is composed of grey, blue, yellow, and purple concentric circles of varying widths, some perfectly centered and some off center. Truly a beautiful object.
		
"
w8review45|WE|Decentertainment|"(Liquid Sky) cd 15.98"|"No Image"|noaudio|"No Audio"|"We's first album ""As Is"" may still stand as the finest documentation of the Brooklyn Illbient sound. But their third album is pretty great too, an excellent electronica release in its own right and warrants complementary comparisons to AQ fave Amon Tobin. ""Decentertainment"" is filled with deep ambient headphone brain tuning stuff, stoned / downer hip hop beats and soulful vocal snippets complete with vintage vinyl scratchiness. Then a quick tempo change switches gear into bouncy drum & bass breaks surrounded by interesting samples and dubbed out melodies. 
		
"
w8review46|WE|Decentertainment|"(Liquid Sky) 2lp 15.98"|"No Image"|noaudio|"No Audio"|"We's first album ""As Is"" may still stand as the finest documentation of the Brooklyn Illbient sound. But their third album is pretty great too, an excellent electronica release in its own right and warrants complementary comparisons to AQ fave Amon Tobin. ""Decentertainment"" is filled with deep ambient headphone brain tuning stuff, stoned / downer hip hop beats and soulful vocal snippets complete with vintage vinyl scratchiness. Then a quick tempo change switches gear into bouncy drum & bass breaks surrounded by interesting samples and dubbed out melodies. 
		
"
w8review47|WE|"Square Root of Negative One"|"(Asphodel) cd 13.98"|"No Image"|noaudio|"No Audio"|"Their first record was such a breath of fresh air at the time. An original, consistently interesting, unpredictable and inspired approach to ambient and drum'n'bass. New Yorkers Olive, Lloop and Once11 have made a recording to equal their last. Their approach in this record is identical to their last (they even brought Eyvind Kang back in), lacking only uniqueness. But if you liked the first, you will certainly like this one.
		
"
w8review48|"WE ALL TOGETHER"|2|"(Lazarus) cd 14.98"|"No Image"|noaudio|"No Audio"|"No review."
